,sellerid,eventid,salesid,buyerid,dateid,qtysold,pricepaid,commission,numtickets,priceperticket
28337,4175,1777,143268,5313,1960,2,950.0,142.5,12,475.0
28338,353,6407,123888,3614,1961,2,128.0,19.2,12,64.0
28339,2308,2961,78685,40536,1961,2,286.0,42.9,12,143.0
28340,29026,6246,33352,28804,1961,2,344.0,51.6,12,172.0
28341,37377,2009,140070,11816,1961,2,390.0,58.5,12,195.0
28342,44829,666,46758,15775,1961,2,654.0,98.1,12,327.0
28343,29138,8743,115529,17779,1961,2,830.0,124.5,12,415.0
28344,48948,3845,105647,33511,1961,2,858.0,128.7,12,429.0
28345,24678,7270,60932,38868,1961,2,914.0,137.1,12,457.0
28346,26065,1138,135987,41213,1962,2,48.0,7.2,12,24.0
28347,42773,8761,21292,17861,1962,2,50.0,7.5,12,25.0
28348,33495,7365,53321,17263,1962,2,54.0,8.1,12,27.0
28349,25983,4726,53607,25906,1962,2,62.0,9.3,12,31.0
28350,19753,927,33735,24846,1962,2,78.0,11.7,12,39.0
28351,18781,1586,127925,27193,1962,2,148.0,22.2,12,74.0
28352,30645,4457,62384,2138,1962,2,166.0,24.9,12,83.0
28353,22642,1777,84653,22438,1962,2,202.0,30.3,12,101.0
28354,42084,2232,25602,38283,1962,2,210.0,31.5,12,105.0
28355,45751,6512,66685,20883,1962,2,286.0,42.9,12,143.0
28356,10075,7487,128530,35328,1962,2,376.0,56.4,12,188.0
28357,41604,1461,53170,31467,1962,2,382.0,57.3,12,191.0
28358,29359,6512,68788,30163,1962,2,532.0,79.8,12,266.0
28359,31783,7315,148105,14646,1962,2,542.0,81.3,12,271.0
28360,45104,8134,34160,29211,1962,2,570.0,85.5,12,285.0
28361,25304,1426,83812,36138,1962,2,706.0,105.9,12,353.0
28362,46569,4216,123929,15512,1962,2,804.0,120.6,12,402.0
28363,47512,4067,68661,15667,1962,2,872.0,130.8,12,436.0
28364,22780,8628,60080,47586,1962,2,886.0,132.9,12,443.0
28365,36652,8730,13270,28277,1963,2,68.0,10.2,12,34.0
28366,17310,8307,45652,2796,1963,2,100.0,15.0,12,50.0
28367,38234,5617,104853,16186,1963,2,172.0,25.8,12,86.0
28368,11040,5230,55287,4152,1963,2,180.0,27.0,12,90.0
28369,34333,1623,35811,18801,1963,2,242.0,36.3,12,121.0
28370,8550,4057,35731,12390,1963,2,248.0,37.2,12,124.0
28371,15176,3911,68482,31893,1963,2,332.0,49.8,12,166.0
28372,47800,3248,67278,18600,1963,2,346.0,51.9,12,173.0
28373,1835,949,156605,1930,1963,2,404.0,60.6,12,202.0
28374,15445,5843,49394,7009,1963,2,466.0,69.9,12,233.0
28375,28071,3802,95540,39696,1963,2,556.0,83.4,12,278.0
28376,12239,589,136948,20663,1963,2,678.0,101.7,12,339.0
28377,29920,6947,139782,6329,1963,2,690.0,103.5,12,345.0
28378,49435,7803,114987,11598,1963,2,706.0,105.9,12,353.0
28379,19729,8350,109084,43554,1963,2,922.0,138.3,12,461.0
28380,25074,6983,78253,22181,1964,2,60.0,9.0,12,30.0
28381,44756,7708,50313,18652,1964,2,266.0,39.9,12,133.0
28382,38705,5530,39340,31504,1964,2,358.0,53.7,12,179.0
28383,32419,6450,41789,13041,1964,2,404.0,60.6,12,202.0
28384,849,4936,4113,2674,1964,2,438.0,65.7,12,219.0
28385,37812,3142,39525,20399,1964,2,462.0,69.3,12,231.0
28386,23789,2245,99369,32399,1964,2,602.0,90.3,12,301.0
28387,48131,1706,62385,32500,1964,2,684.0,102.6,12,342.0
28388,24773,5230,143129,16991,1964,2,714.0,107.1,12,357.0
28389,16561,1107,107676,34160,1964,2,716.0,107.4,12,358.0
28390,5104,1583,130386,2085,1965,2,98.0,14.7,12,49.0
28391,20797,3815,14793,35916,1965,2,256.0,38.4,12,128.0
28392,7699,5230,10151,12208,1965,2,280.0,42.0,12,140.0
28393,49157,1882,103207,9096,1965,2,288.0,43.2,12,144.0
28394,1921,5307,65246,30331,1965,2,510.0,76.5,12,255.0
28395,8971,3980,69132,864,1965,2,582.0,87.3,12,291.0
28396,17932,1971,120022,2388,1965,2,616.0,92.4,12,308.0
28397,14148,6945,30285,22811,1965,2,632.0,94.8,12,316.0
28398,4336,506,112037,6076,1965,2,706.0,105.9,12,353.0
28399,40206,589,134059,12106,1965,2,710.0,106.5,12,355.0
28400,39704,1751,124586,35991,1965,2,932.0,139.8,12,466.0
28401,14241,1785,127223,4815,1966,2,100.0,15.0,12,50.0
28402,24754,4965,143398,24671,1966,2,268.0,40.2,12,134.0
28403,36077,745,62322,5452,1966,2,316.0,47.4,12,158.0
28404,34035,6126,45538,13203,1966,2,356.0,53.4,12,178.0
28405,30467,6688,36935,13595,1966,2,356.0,53.4,12,178.0
28406,13212,706,67771,13152,1966,2,478.0,71.7,12,239.0
28407,14169,7392,82520,8305,1966,2,492.0,73.8,12,246.0
28408,9623,3627,81023,23565,1966,2,636.0,95.4,12,318.0
28409,256,8792,148108,20235,1966,2,732.0,109.8,12,366.0
28410,40611,8134,146703,25321,1967,2,134.0,20.1,12,67.0
28411,32571,6952,81446,3790,1967,2,182.0,27.3,12,91.0
28412,34242,5409,11259,24995,1967,2,258.0,38.7,12,129.0
28413,37217,5381,152146,8796,1967,2,370.0,55.5,12,185.0
28414,42935,8632,18948,21005,1967,2,460.0,69.0,12,230.0
28415,32128,1991,99070,16654,1967,2,482.0,72.3,12,241.0
28416,21396,8460,46694,21752,1967,2,530.0,79.5,12,265.0
28417,19378,4861,78517,5915,1967,2,534.0,80.1,12,267.0
28418,23966,2245,135669,17993,1967,2,548.0,82.2,12,274.0
28419,22137,4947,144656,40676,1967,2,560.0,84.0,12,280.0
28420,30958,344,111512,2894,1967,2,604.0,90.6,12,302.0
28421,3839,7472,89947,20761,1967,2,646.0,96.9,12,323.0
28422,42385,1710,82097,900,1967,2,832.0,124.8,12,416.0
28423,35721,5765,129246,28671,1968,2,280.0,42.0,12,140.0
28424,48309,882,104848,7480,1968,2,506.0,75.9,12,253.0
28425,4050,437,112575,9453,1968,2,550.0,82.5,12,275.0
28426,15498,7613,126803,31468,1968,2,550.0,82.5,12,275.0
28427,12498,6633,46179,8512,1968,2,576.0,86.4,12,288.0
28428,6614,7218,61469,39971,1968,2,650.0,97.5,12,325.0
28429,32415,8607,121613,26512,1968,2,856.0,128.4,12,428.0
28430,47814,5100,84682,32980,1968,2,858.0,128.7,12,429.0
28431,43967,2908,124057,10322,1968,2,880.0,132.0,12,440.0
28432,28069,881,16496,11819,1969,2,60.0,9.0,12,30.0
28433,42864,7464,45766,12883,1969,2,216.0,32.4,12,108.0
28434,859,462,49240,31050,1969,2,270.0,40.5,12,135.0
28435,38648,8144,107766,44576,1969,2,298.0,44.7,12,149.0
28436,48951,3374,14568,10400,1969,2,306.0,45.9,12,153.0
28437,23655,3565,93459,15115,1969,2,330.0,49.5,12,165.0
28438,45069,4966,51817,204,1969,2,348.0,52.2,12,174.0
28439,17948,4861,53583,12507,1969,2,366.0,54.9,12,183.0
28440,2113,7019,16358,27664,1969,2,384.0,57.6,12,192.0
28441,39812,4276,6779,21037,1969,2,388.0,58.2,12,194.0
28442,39277,7414,25716,2494,1969,2,404.0,60.6,12,202.0
28443,15542,6937,50714,16074,1969,2,456.0,68.4,12,228.0
28444,46683,3213,86553,1312,1969,2,556.0,83.4,12,278.0
28445,30393,3462,120586,28077,1969,2,558.0,83.7,12,279.0
28446,19579,6354,143859,3397,1969,2,642.0,96.3,12,321.0
28447,5242,2321,117343,6526,1969,2,938.0,140.7,12,469.0
28448,12552,6058,119496,38258,1969,2,968.0,145.2,12,484.0
28449,20683,3606,111844,24202,1970,2,280.0,42.0,12,140.0
28450,45147,7563,25476,35618,1970,2,302.0,45.3,12,151.0
28451,36988,1830,74999,15348,1970,2,460.0,69.0,12,230.0
28452,23003,924,84946,8046,1970,2,482.0,72.3,12,241.0
28453,40424,1897,139219,33753,1970,2,504.0,75.6,12,252.0
28454,23870,5601,128025,8791,1970,2,602.0,90.3,12,301.0
28455,31450,8792,41016,12281,1970,2,604.0,90.6,12,302.0
28456,44251,8033,89280,11302,1970,2,858.0,128.7,12,429.0
28457,48493,1406,111994,15052,1970,2,920.0,138.0,12,460.0
28458,25937,5335,87323,12035,1970,2,952.0,142.8,12,476.0
28459,35812,8326,128369,13144,1971,2,164.0,24.6,12,82.0
28460,30009,1614,132677,4498,1971,2,194.0,29.1,12,97.0
28461,44025,5790,39378,20948,1971,2,212.0,31.8,12,106.0
28462,30033,3112,108772,2050,1971,2,324.0,48.6,12,162.0
28463,2807,4880,70799,23454,1971,2,358.0,53.7,12,179.0
28464,25881,5461,29218,11431,1971,2,482.0,72.3,12,241.0
28465,10242,2548,94291,23151,1971,2,610.0,91.5,12,305.0
28466,23996,2566,128991,32483,1971,2,652.0,97.8,12,326.0
28467,33611,2395,96798,5291,1971,2,714.0,107.1,12,357.0
28468,48819,1593,138093,1859,1971,2,806.0,120.9,12,403.0
28469,48512,3676,66335,24346,1971,2,896.0,134.4,12,448.0
28470,42628,2548,97788,9452,1971,2,920.0,138.0,12,460.0
28471,31290,2937,106819,3175,1971,2,942.0,141.3,12,471.0
28472,21190,4641,110676,35570,1971,2,944.0,141.6,12,472.0
28473,34895,7533,78618,2925,1972,2,40.0,6.0,12,20.0
28474,26512,1554,33149,25878,1972,2,70.0,10.5,12,35.0
28475,19305,4642,80063,14248,1972,2,100.0,15.0,12,50.0
28476,380,4337,91056,7492,1972,2,232.0,34.8,12,116.0
28477,35545,2082,30089,6032,1972,2,248.0,37.2,12,124.0
28478,11156,3374,68639,16619,1972,2,294.0,44.1,12,147.0
28479,22439,4032,33166,8131,1972,2,300.0,45.0,12,150.0
28480,41814,6992,7995,18580,1972,2,436.0,65.4,12,218.0
28481,26045,7211,75504,12575,1972,2,458.0,68.7,12,229.0
28482,23242,1455,89976,17797,1972,2,470.0,70.5,12,235.0
28483,13695,320,121581,33304,1972,2,640.0,96.0,12,320.0
28484,39672,3653,142989,42507,1972,2,642.0,96.3,12,321.0
28485,2588,1173,110299,15260,1972,2,720.0,108.0,12,360.0
28486,10862,4797,74695,10062,1972,2,740.0,111.0,12,370.0
28487,36668,7068,93147,16905,1972,2,810.0,121.5,12,405.0
28488,16631,4702,146979,13915,1972,2,834.0,125.1,12,417.0
28489,21035,1053,108803,23045,1972,2,870.0,130.5,12,435.0
28490,22473,7040,145052,5774,1972,2,948.0,142.2,12,474.0
28491,8109,8290,42219,6491,1973,2,66.0,9.9,12,33.0
28492,15225,7455,62824,6258,1973,2,130.0,19.5,12,65.0
28493,22953,7512,9548,28649,1973,2,236.0,35.4,12,118.0
28494,4804,3171,36927,16948,1973,2,242.0,36.3,12,121.0
28495,16765,5142,90907,3270,1973,2,302.0,45.3,12,151.0
28496,5034,7647,121180,12185,1973,2,328.0,49.2,12,164.0
28497,47854,2451,139538,23185,1973,2,346.0,51.9,12,173.0
28498,27630,8373,128994,21370,1973,2,354.0,53.1,12,177.0
28499,43076,2441,32383,20864,1973,2,364.0,54.6,12,182.0
28500,29653,2227,131413,2408,1973,2,366.0,54.9,12,183.0
28501,30848,5705,90224,4035,1973,2,438.0,65.7,12,219.0
28502,19019,7540,2262,17822,1973,2,444.0,66.6,12,222.0
28503,32630,3070,34204,2726,1973,2,514.0,77.1,12,257.0
28504,25198,4768,74604,26262,1973,2,550.0,82.5,12,275.0
28505,40980,5738,49335,19499,1973,2,594.0,89.1,12,297.0
28506,43149,1781,149600,11665,1973,2,596.0,89.4,12,298.0
28507,39688,8465,130449,19142,1973,2,636.0,95.4,12,318.0
28508,2473,8513,117953,33632,1973,2,846.0,126.9,12,423.0
28509,42534,8624,126587,1718,1973,2,906.0,135.9,12,453.0
28510,3528,4736,135578,3117,1974,2,42.0,6.3,12,21.0
28511,864,2845,15138,18305,1974,2,106.0,15.9,12,53.0
28512,30666,4661,37529,426,1974,2,240.0,36.0,12,120.0
28513,26007,4714,54221,2186,1974,2,300.0,45.0,12,150.0
28514,48261,2123,86899,25374,1974,2,304.0,45.6,12,152.0
28515,41878,6692,42919,28942,1974,2,436.0,65.4,12,218.0
28516,49650,8384,144681,11579,1974,2,538.0,80.7,12,269.0
28517,34109,2002,64965,2905,1974,2,600.0,90.0,12,300.0
28518,14746,1374,145854,24795,1974,2,662.0,99.3,12,331.0
28519,5384,3744,105518,6225,1974,2,748.0,112.2,12,374.0
28520,29732,5795,133372,20661,1974,2,974.0,146.1,12,487.0
28521,11420,6018,102310,2932,1975,2,74.0,11.1,12,37.0
28522,19676,8420,45111,594,1975,2,126.0,18.9,12,63.0
28523,12768,6208,46213,5025,1975,2,182.0,27.3,12,91.0
28524,37680,6992,65957,18294,1975,2,352.0,52.8,12,176.0
28525,41850,6058,83095,29206,1975,2,452.0,67.8,12,226.0
28526,34278,8768,78815,7882,1975,2,488.0,73.2,12,244.0
28527,46689,7470,50056,13366,1975,2,576.0,86.4,12,288.0
28528,3307,5962,127491,10046,1975,2,588.0,88.2,12,294.0
28529,49229,5079,73606,7660,1975,2,926.0,138.9,12,463.0
28530,3800,6354,13789,5858,1976,2,50.0,7.5,12,25.0
28531,27182,1541,103469,21534,1976,2,58.0,8.7,12,29.0
28532,6296,3521,103164,8406,1976,2,146.0,21.9,12,73.0
28533,30180,5114,127709,28433,1976,2,178.0,26.7,12,89.0
28534,37941,864,67182,36168,1976,2,216.0,32.4,12,108.0
28535,13519,6244,142843,23806,1976,2,234.0,35.1,12,117.0
28536,16484,7574,4409,28831,1976,2,300.0,45.0,12,150.0
28537,10600,3487,43396,16356,1976,2,522.0,78.3,12,261.0
28538,7052,4147,102436,1710,1976,2,634.0,95.1,12,317.0
28539,15477,8734,9963,20423,1977,2,156.0,23.4,12,78.0
28540,39630,6732,155295,13600,1977,2,230.0,34.5,12,115.0
28541,11007,2003,23972,26485,1977,2,384.0,57.6,12,192.0
28542,33797,5215,20700,42784,1977,2,420.0,63.0,12,210.0
28543,11698,2499,64884,1645,1977,2,442.0,66.3,12,221.0
28544,42424,1048,66175,4761,1977,2,546.0,81.9,12,273.0
28545,34350,7737,96565,9730,1977,2,668.0,100.2,12,334.0
28546,755,6616,35306,2223,1977,2,670.0,100.5,12,335.0
28547,18513,3867,68663,36968,1977,2,710.0,106.5,12,355.0
28548,12387,5460,53368,26726,1977,2,738.0,110.7,12,369.0
28549,37404,5862,156128,15699,1977,2,824.0,123.6,12,412.0
28550,11028,3269,154745,8025,1977,2,944.0,141.6,12,472.0
28551,30468,833,24972,30067,1978,2,116.0,17.4,12,58.0
28552,22962,1649,109243,5478,1978,2,140.0,21.0,12,70.0
28553,23335,8208,41640,14469,1978,2,144.0,21.6,12,72.0
28554,38064,4311,68814,21113,1978,2,178.0,26.7,12,89.0
28555,25378,8653,129137,11766,1978,2,276.0,41.4,12,138.0
28556,3208,8595,151433,25736,1978,2,468.0,70.2,12,234.0
28557,36077,8653,141119,18469,1978,2,526.0,78.9,12,263.0
28558,23184,207,104164,13890,1978,2,544.0,81.6,12,272.0
28559,2178,1051,105727,11359,1978,2,624.0,93.6,12,312.0
28560,47352,2576,151833,4009,1978,2,784.0,117.6,12,392.0
28561,12544,2220,55980,19257,1978,2,798.0,119.7,12,399.0
28562,6326,2721,87020,10186,1978,2,876.0,131.4,12,438.0
28563,30192,2860,127889,16361,1978,2,906.0,135.9,12,453.0
28564,47196,5626,145745,25080,1978,2,948.0,142.2,12,474.0
28565,39133,5079,151456,5914,1979,2,68.0,10.2,12,34.0
28566,8838,3284,125081,38161,1979,2,118.0,17.7,12,59.0
28567,4904,3165,84353,17532,1979,2,232.0,34.8,12,116.0
28568,30678,2980,144370,7985,1979,2,234.0,35.1,12,117.0
28569,48223,5454,21799,33400,1979,2,296.0,44.4,12,148.0
28570,9402,1151,96718,32940,1979,2,310.0,46.5,12,155.0
28571,39061,7412,16963,16483,1979,2,396.0,59.4,12,198.0
28572,23392,6835,63243,40593,1979,2,404.0,60.6,12,202.0
28573,26128,6136,99398,1054,1979,2,408.0,61.2,12,204.0
28574,35350,3338,83731,20054,1979,2,418.0,62.7,12,209.0
28575,37879,7174,25914,3608,1979,2,418.0,62.7,12,209.0
28576,36694,3503,136623,10858,1979,2,420.0,63.0,12,210.0
28577,7372,2009,29260,9566,1979,2,504.0,75.6,12,252.0
28578,6000,6743,97734,17055,1979,2,504.0,75.6,12,252.0
28579,7401,3846,140104,8576,1979,2,584.0,87.6,12,292.0
28580,18025,6687,42605,2367,1979,2,600.0,90.0,12,300.0
28581,4391,891,115012,34483,1979,2,616.0,92.4,12,308.0
28582,9327,3779,98758,30329,1979,2,650.0,97.5,12,325.0
28583,34190,6171,147551,6826,1979,2,714.0,107.1,12,357.0
28584,33199,553,55576,16104,1979,2,750.0,112.5,12,375.0
28585,10863,1646,72956,2673,1979,2,930.0,139.5,12,465.0
28586,10452,4237,127969,4815,1980,2,112.0,16.8,12,56.0
28587,7424,3751,141664,22605,1980,2,118.0,17.7,12,59.0
28588,24430,3071,93440,17573,1980,2,194.0,29.1,12,97.0
28589,31507,8003,43527,41269,1980,2,204.0,30.6,12,102.0
28590,32914,4045,36880,19873,1980,2,286.0,42.9,12,143.0
28591,12332,2336,33103,16111,1980,2,290.0,43.5,12,145.0
28592,11222,3108,15034,13019,1980,2,440.0,66.0,12,220.0
28593,8337,5120,139293,1234,1980,2,480.0,72.0,12,240.0
28594,34872,3374,40195,16839,1980,2,564.0,84.6,12,282.0
28595,13030,4762,66622,6707,1980,2,598.0,89.7,12,299.0
28596,11312,2231,136980,13344,1980,2,738.0,110.7,12,369.0
28597,19356,2003,93737,12774,1980,2,768.0,115.2,12,384.0
28598,9501,3374,131238,1528,1980,2,834.0,125.1,12,417.0
28599,31600,882,29383,9228,1981,2,52.0,7.8,12,26.0
28600,20465,1781,145585,31315,1981,2,242.0,36.3,12,121.0
28601,31023,4035,113111,10144,1981,2,246.0,36.9,12,123.0
28602,39275,2488,9404,14291,1981,2,392.0,58.8,12,196.0
28603,28342,4425,137608,14877,1981,2,432.0,64.8,12,216.0
28604,9942,8424,36046,1500,1981,2,458.0,68.7,12,229.0
28605,3609,1449,50655,27719,1981,2,478.0,71.7,12,239.0
28606,10946,1882,56028,18408,1981,2,512.0,76.8,12,256.0
28607,20972,1134,45599,7719,1981,2,548.0,82.2,12,274.0
28608,13962,1455,69562,31572,1981,2,616.0,92.4,12,308.0
28609,14965,6233,132078,20145,1981,2,660.0,99.0,12,330.0
28610,13386,8300,55053,18020,1981,2,814.0,122.1,12,407.0
28611,42241,3269,27392,5756,1982,2,118.0,17.7,12,59.0
28612,35625,6689,38729,451,1982,2,134.0,20.1,12,67.0
28613,32153,1785,31872,15123,1982,2,222.0,33.3,12,111.0
28614,42022,457,29339,9225,1982,2,242.0,36.3,12,121.0
28615,8632,5045,128426,5316,1982,2,242.0,36.3,12,121.0
28616,10029,1722,29316,20984,1982,2,372.0,55.8,12,186.0
28617,49111,3040,22830,11893,1982,2,476.0,71.4,12,238.0
28618,15820,7527,102781,16746,1982,2,558.0,83.7,12,279.0
28619,34920,6948,100478,1873,1982,2,704.0,105.6,12,352.0
28620,27177,2052,62143,4138,1982,2,712.0,106.8,12,356.0
28621,9838,3058,140637,28183,1982,2,748.0,112.2,12,374.0
28622,30461,4873,25177,15966,1983,2,152.0,22.8,12,76.0
28623,21086,1837,34067,22095,1983,2,174.0,26.1,12,87.0
28624,33043,787,125445,8077,1983,2,222.0,33.3,12,111.0
28625,770,2378,100124,27812,1983,2,240.0,36.0,12,120.0
28626,49387,1846,23015,4633,1983,2,348.0,52.2,12,174.0
28627,435,2678,27502,4820,1983,2,388.0,58.2,12,194.0
28628,6316,7563,40173,41801,1983,2,428.0,64.2,12,214.0
28629,49004,2650,51702,4343,1983,2,432.0,64.8,12,216.0
28630,33321,6718,44702,488,1983,2,480.0,72.0,12,240.0
28631,29992,3961,81511,6112,1983,2,516.0,77.4,12,258.0
28632,15683,3284,60850,26348,1983,2,552.0,82.8,12,276.0
28633,9552,5723,145820,18045,1983,2,614.0,92.1,12,307.0
28634,2979,3076,125529,685,1983,2,622.0,93.3,12,311.0
28635,38535,5522,68643,30763,1983,2,766.0,114.9,12,383.0
28636,19583,1576,103096,1524,1983,2,830.0,124.5,12,415.0
28637,34854,5129,126817,11955,1983,2,832.0,124.8,12,416.0
28638,41905,5801,88284,4790,1983,2,950.0,142.5,12,475.0
28639,37475,6407,15611,3553,1984,2,70.0,10.5,12,35.0
28640,16193,7091,9021,1986,1984,2,182.0,27.3,12,91.0
28641,39807,1220,22484,7869,1984,2,244.0,36.6,12,122.0
28642,24579,8194,7278,4206,1984,2,252.0,37.8,12,126.0
28643,44973,3770,47205,20355,1984,2,286.0,42.9,12,143.0
28644,43410,1011,49625,15715,1984,2,366.0,54.9,12,183.0
28645,42808,6133,117038,10190,1984,2,382.0,57.3,12,191.0
28646,13843,3966,107978,10105,1984,2,536.0,80.4,12,268.0
28647,37404,1693,47354,10140,1984,2,554.0,83.1,12,277.0
28648,49368,5488,90848,42223,1984,2,628.0,94.2,12,314.0
28649,2115,3317,81086,9702,1984,2,636.0,95.4,12,318.0
28650,7814,7325,97818,27793,1984,2,770.0,115.5,12,385.0
28651,2653,4676,151297,3435,1984,2,908.0,136.2,12,454.0
28652,27599,1785,56754,4284,1984,2,930.0,139.5,12,465.0
28653,42526,8013,111305,14262,1984,2,968.0,145.2,12,484.0
28654,40820,4781,9519,18366,1985,2,54.0,8.1,12,27.0
28655,20862,4507,56836,35748,1985,2,56.0,8.4,12,28.0
28656,9533,7555,11127,18670,1985,2,148.0,22.2,12,74.0
28657,33576,6056,116946,25937,1985,2,256.0,38.4,12,128.0
28658,22064,8513,120139,43278,1985,2,262.0,39.3,12,131.0
28659,121,5409,15395,30053,1985,2,324.0,48.6,12,162.0
28660,36599,3335,41576,2139,1985,2,338.0,50.7,12,169.0
28661,3895,482,98064,4356,1985,2,352.0,52.8,12,176.0
28662,40108,8765,119517,4786,1985,2,356.0,53.4,12,178.0
28663,36901,114,77880,8584,1985,2,362.0,54.3,12,181.0
28664,22296,891,149354,7925,1985,2,554.0,83.1,12,277.0
28665,34984,6363,139546,8241,1985,2,712.0,106.8,12,356.0
28666,43879,2870,145211,18758,1985,2,764.0,114.6,12,382.0
28667,587,7340,147394,47930,1985,2,772.0,115.8,12,386.0
28668,12162,6191,139308,26002,1985,2,790.0,118.5,12,395.0
28669,6830,6233,64863,6346,1985,2,850.0,127.5,12,425.0
28670,41655,5738,128772,17404,1985,2,938.0,140.7,12,469.0
28671,38034,5962,59577,6256,1985,2,990.0,148.5,12,495.0
28672,3441,6616,17680,20780,1986,2,42.0,6.3,12,21.0
28673,43442,6279,11417,20089,1986,2,240.0,36.0,12,120.0
28674,15991,5538,53148,17466,1986,2,250.0,37.5,12,125.0
28675,23231,5172,32446,12328,1986,2,258.0,38.7,12,129.0
28676,5183,6136,82202,26925,1986,2,298.0,44.7,12,149.0
28677,49921,4570,45753,10627,1986,2,304.0,45.6,12,152.0
28678,24425,1648,88243,33334,1986,2,352.0,52.8,12,176.0
28679,49037,2592,35887,5253,1986,2,442.0,66.3,12,221.0
28680,14652,756,119926,9296,1986,2,486.0,72.9,12,243.0
28681,30855,2581,45916,14226,1986,2,494.0,74.1,12,247.0
28682,46626,4301,137438,23916,1986,2,524.0,78.6,12,262.0
28683,39525,3423,117741,17457,1986,2,706.0,105.9,12,353.0
28684,37054,5046,145199,37021,1986,2,772.0,115.8,12,386.0
28685,26685,4497,136085,8405,1987,2,40.0,6.0,12,20.0
28686,48159,325,78979,6411,1987,2,78.0,11.7,12,39.0
28687,28461,547,50796,33325,1987,2,84.0,12.6,12,42.0
28688,23922,1382,129,4373,1987,2,132.0,19.8,12,66.0
28689,46197,2250,44818,11276,1987,2,134.0,20.1,12,67.0
28690,8833,751,117680,8269,1987,2,222.0,33.3,12,111.0
28691,2841,2257,56264,30438,1987,2,222.0,33.3,12,111.0
28692,24876,5953,114366,2619,1987,2,282.0,42.3,12,141.0
28693,20931,532,31221,4946,1987,2,312.0,46.8,12,156.0
28694,35881,7565,105472,11013,1987,2,316.0,47.4,12,158.0
28695,46629,2980,31282,18900,1987,2,400.0,60.0,12,200.0
28696,9481,2297,150037,2179,1987,2,484.0,72.6,12,242.0
28697,48425,5345,105169,13548,1987,2,484.0,72.6,12,242.0
28698,20827,3080,54682,17082,1987,2,522.0,78.3,12,261.0
28699,5610,2392,134711,10601,1987,2,524.0,78.6,12,262.0
28700,37034,3729,145604,22468,1987,2,546.0,81.9,12,273.0
28701,24992,5719,36188,14047,1987,2,660.0,99.0,12,330.0
28702,22624,8739,45781,8511,1987,2,662.0,99.3,12,331.0
28703,39507,3997,141060,30021,1987,2,838.0,125.7,12,419.0
28704,49173,2504,155397,15959,1988,2,58.0,8.7,12,29.0
28705,347,3028,103482,22272,1988,2,78.0,11.7,12,39.0
28706,10487,4841,116924,14341,1988,2,432.0,64.8,12,216.0
28707,22025,5368,78126,21819,1988,2,578.0,86.7,12,289.0
28708,10555,818,113877,15000,1988,2,804.0,120.6,12,402.0
28709,18548,6479,106422,4837,1988,2,874.0,131.1,12,437.0
28710,40904,2395,122926,13903,1988,2,968.0,145.2,12,484.0
28711,40871,5718,10778,23756,1989,2,130.0,19.5,12,65.0
28712,24587,7020,69267,9703,1989,2,192.0,28.8,12,96.0
28713,22659,2447,37744,14711,1989,2,204.0,30.6,12,102.0
28714,11038,5898,92417,30513,1989,2,278.0,41.7,12,139.0
28715,26157,2361,123829,31034,1989,2,360.0,54.0,12,180.0
28716,14693,2227,116003,36455,1989,2,418.0,62.7,12,209.0
28717,41424,3058,150345,15479,1989,2,450.0,67.5,12,225.0
28718,15224,5410,48444,19429,1989,2,462.0,69.3,12,231.0
28719,35319,4311,28179,12647,1989,2,490.0,73.5,12,245.0
28720,49704,6180,121042,3939,1989,2,496.0,74.4,12,248.0
28721,33667,3731,97306,12220,1989,2,532.0,79.8,12,266.0
28722,46699,7068,95037,15987,1989,2,578.0,86.7,12,289.0
28723,25395,5842,137732,11191,1989,2,718.0,107.7,12,359.0
28724,40516,1492,93813,1813,1989,2,734.0,110.1,12,367.0
28725,5698,1332,104742,19641,1989,2,948.0,142.2,12,474.0
28726,10451,8000,78567,9258,1990,2,204.0,30.6,12,102.0
28727,31925,3770,80188,29772,1990,2,214.0,32.1,12,107.0
28728,48909,8422,56951,23021,1990,2,236.0,35.4,12,118.0
28729,24901,5723,64457,13488,1990,2,254.0,38.1,12,127.0
28730,41704,1991,76303,17698,1990,2,300.0,45.0,12,150.0
28731,48860,5937,137699,13677,1990,2,432.0,64.8,12,216.0
28732,17338,4966,29855,11178,1990,2,460.0,69.0,12,230.0
28733,28460,8687,108017,592,1990,2,470.0,70.5,12,235.0
28734,41500,5996,121903,27027,1990,2,530.0,79.5,12,265.0
28735,18465,7068,92388,11034,1990,2,642.0,96.3,12,321.0
28736,48012,3980,107820,38482,1990,2,686.0,102.9,12,343.0
28737,48839,1722,57394,16218,1990,2,784.0,117.6,12,392.0
28738,47778,6048,130216,10130,1990,2,940.0,141.0,12,470.0
28739,41847,4797,38488,6028,1991,2,88.0,13.2,12,44.0
28740,49125,5952,105398,9540,1991,2,260.0,39.0,12,130.0
28741,18969,6874,13746,36460,1991,2,292.0,43.8,12,146.0
28742,16465,1198,132403,39101,1991,2,308.0,46.2,12,154.0
28743,9244,6814,151434,19339,1991,2,354.0,53.1,12,177.0
28744,7022,489,2374,5870,1991,2,362.0,54.3,12,181.0
28745,9451,8000,1821,24522,1991,2,402.0,60.3,12,201.0
28746,38080,4289,120172,7483,1991,2,458.0,68.7,12,229.0
28747,15173,991,33471,19311,1991,2,484.0,72.6,12,242.0
28748,1985,3309,102682,10120,1991,2,512.0,76.8,12,256.0
