,catid,eventid,eventname,catname
4077,8,79,La Boheme,Opera
4078,8,99,La Boheme,Opera
4079,8,137,La Boheme,Opera
4080,8,169,La Boheme,Opera
4081,8,197,La Boheme,Opera
4082,8,207,La Boheme,Opera
4083,8,211,La Boheme,Opera
4084,8,278,La Boheme,Opera
4085,8,316,La Boheme,Opera
4086,8,370,La Boheme,Opera
4087,8,402,La Boheme,Opera
4088,8,415,La Boheme,Opera
4089,8,416,La Boheme,Opera
4090,8,4,La Cenerentola (Cinderella),Opera
4091,8,41,La Cenerentola (Cinderella),Opera
4092,8,112,La Cenerentola (Cinderella),Opera
4093,8,114,La Cenerentola (Cinderella),Opera
4094,8,135,La Cenerentola (Cinderella),Opera
4095,8,276,La Cenerentola (Cinderella),Opera
4096,8,307,La Cenerentola (Cinderella),Opera
4097,8,487,La Cenerentola (Cinderella),Opera
4098,8,488,La Cenerentola (Cinderella),Opera
4099,8,66,La Damnation de Faust,Opera
4100,8,78,La Damnation de Faust,Opera
4101,8,82,La Damnation de Faust,Opera
4102,8,110,La Damnation de Faust,Opera
4103,8,155,La Damnation de Faust,Opera
4104,8,156,La Damnation de Faust,Opera
4105,8,164,La Damnation de Faust,Opera
4106,8,176,La Damnation de Faust,Opera
4107,8,229,La Damnation de Faust,Opera
4108,8,305,La Damnation de Faust,Opera
4109,8,314,La Damnation de Faust,Opera
4110,8,337,La Damnation de Faust,Opera
4111,8,347,La Damnation de Faust,Opera
4112,8,369,La Damnation de Faust,Opera
4113,8,405,La Damnation de Faust,Opera
4114,8,423,La Damnation de Faust,Opera
4115,8,448,La Damnation de Faust,Opera
4116,8,454,La Damnation de Faust,Opera
4117,8,495,La Damnation de Faust,Opera
4118,8,16,La Gioconda,Opera
4119,8,17,La Gioconda,Opera
4120,8,48,La Gioconda,Opera
4121,8,90,La Gioconda,Opera
4122,8,219,La Gioconda,Opera
4123,8,270,La Gioconda,Opera
4124,8,438,La Gioconda,Opera
4125,8,470,La Gioconda,Opera
4126,8,14,La Rondine,Opera
4127,8,22,La Rondine,Opera
4128,8,39,La Rondine,Opera
4129,8,47,La Rondine,Opera
4130,8,80,La Rondine,Opera
4131,8,86,La Rondine,Opera
4132,8,119,La Rondine,Opera
4133,8,130,La Rondine,Opera
4134,8,139,La Rondine,Opera
4135,8,142,La Rondine,Opera
4136,8,212,La Rondine,Opera
4137,8,275,La Rondine,Opera
4138,8,340,La Rondine,Opera
4139,8,391,La Rondine,Opera
4140,8,459,La Rondine,Opera
4141,8,474,La Rondine,Opera
4142,8,480,La Rondine,Opera
4143,8,45,La Sonnambula,Opera
4144,8,85,La Sonnambula,Opera
4145,8,102,La Sonnambula,Opera
4146,8,173,La Sonnambula,Opera
4147,8,186,La Sonnambula,Opera
4148,8,239,La Sonnambula,Opera
4149,8,245,La Sonnambula,Opera
4150,8,290,La Sonnambula,Opera
4151,8,334,La Sonnambula,Opera
4152,8,386,La Sonnambula,Opera
4153,8,408,La Sonnambula,Opera
4154,8,451,La Sonnambula,Opera
4155,8,499,La Sonnambula,Opera
4156,8,55,La Traviata,Opera
4157,8,58,La Traviata,Opera
4158,8,94,La Traviata,Opera
4159,8,291,La Traviata,Opera
4160,8,292,La Traviata,Opera
4161,8,339,La Traviata,Opera
4162,8,355,La Traviata,Opera
4163,8,365,La Traviata,Opera
4164,8,439,La Traviata,Opera
4165,8,467,La Traviata,Opera
4166,8,13,Lucia di Lammermoor,Opera
4167,8,44,Lucia di Lammermoor,Opera
4168,8,72,Lucia di Lammermoor,Opera
4169,8,106,Lucia di Lammermoor,Opera
4170,8,140,Lucia di Lammermoor,Opera
4171,8,170,Lucia di Lammermoor,Opera
4172,8,196,Lucia di Lammermoor,Opera
4173,8,205,Lucia di Lammermoor,Opera
4174,8,250,Lucia di Lammermoor,Opera
4175,8,297,Lucia di Lammermoor,Opera
4176,8,312,Lucia di Lammermoor,Opera
4177,8,331,Lucia di Lammermoor,Opera
4178,8,418,Lucia di Lammermoor,Opera
4179,8,471,Lucia di Lammermoor,Opera
4180,8,52,Madama Butterfly,Opera
4181,8,65,Madama Butterfly,Opera
4182,8,141,Madama Butterfly,Opera
4183,8,147,Madama Butterfly,Opera
4184,8,272,Madama Butterfly,Opera
4185,8,301,Madama Butterfly,Opera
4186,8,315,Madama Butterfly,Opera
4187,8,421,Madama Butterfly,Opera
4188,8,457,Madama Butterfly,Opera
4189,8,53,Orfeo ed Euridice,Opera
4190,8,122,Orfeo ed Euridice,Opera
4191,8,145,Orfeo ed Euridice,Opera
4192,8,175,Orfeo ed Euridice,Opera
4193,8,195,Orfeo ed Euridice,Opera
4194,8,199,Orfeo ed Euridice,Opera
4195,8,203,Orfeo ed Euridice,Opera
4196,8,226,Orfeo ed Euridice,Opera
4197,8,248,Orfeo ed Euridice,Opera
4198,8,299,Orfeo ed Euridice,Opera
4199,8,330,Orfeo ed Euridice,Opera
4200,8,349,Orfeo ed Euridice,Opera
4201,8,367,Orfeo ed Euridice,Opera
4202,8,382,Orfeo ed Euridice,Opera
4203,8,404,Orfeo ed Euridice,Opera
4204,8,482,Orfeo ed Euridice,Opera
4205,8,10,Rigoletto,Opera
4206,8,69,Rigoletto,Opera
4207,8,88,Rigoletto,Opera
4208,8,96,Rigoletto,Opera
4209,8,98,Rigoletto,Opera
4210,8,111,Rigoletto,Opera
4211,8,429,Rigoletto,Opera
4212,8,462,Rigoletto,Opera
4213,8,465,Rigoletto,Opera
4214,8,12,Ring Cycle,Opera
4215,8,32,Ring Cycle,Opera
4216,8,34,Ring Cycle,Opera
4217,8,235,Ring Cycle,Opera
4218,8,264,Ring Cycle,Opera
4219,8,296,Ring Cycle,Opera
4220,8,436,Ring Cycle,Opera
4221,8,469,Ring Cycle,Opera
4222,8,493,Ring Cycle,Opera
4223,8,23,Rusalka,Opera
4224,8,64,Rusalka,Opera
4225,8,67,Rusalka,Opera
4226,8,128,Rusalka,Opera
4227,8,151,Rusalka,Opera
4228,8,182,Rusalka,Opera
4229,8,232,Rusalka,Opera
4230,8,240,Rusalka,Opera
4231,8,286,Rusalka,Opera
4232,8,287,Rusalka,Opera
4233,8,319,Rusalka,Opera
4234,8,358,Rusalka,Opera
4235,8,361,Rusalka,Opera
4236,8,442,Rusalka,Opera
4237,8,445,Rusalka,Opera
4238,8,489,Rusalka,Opera
4239,8,3,Salome,Opera
4240,8,35,Salome,Opera
4241,8,108,Salome,Opera
4242,8,129,Salome,Opera
4243,8,178,Salome,Opera
4244,8,180,Salome,Opera
4245,8,187,Salome,Opera
4246,8,216,Salome,Opera
4247,8,266,Salome,Opera
4248,8,284,Salome,Opera
4249,8,332,Salome,Opera
4250,8,364,Salome,Opera
4251,8,376,Salome,Opera
4252,8,444,Salome,Opera
4253,8,449,Salome,Opera
4254,8,450,Salome,Opera
4255,8,468,Salome,Opera
4256,8,28,Siegfried,Opera
4257,8,33,Siegfried,Opera
4258,8,100,Siegfried,Opera
4259,8,132,Siegfried,Opera
4260,8,160,Siegfried,Opera
4261,8,161,Siegfried,Opera
4262,8,179,Siegfried,Opera
4263,8,277,Siegfried,Opera
4264,8,288,Siegfried,Opera
4265,8,329,Siegfried,Opera
4266,8,417,Siegfried,Opera
4267,8,430,Siegfried,Opera
4268,8,435,Siegfried,Opera
4269,8,49,Simon Boccanegra,Opera
4270,8,50,Simon Boccanegra,Opera
4271,8,105,Simon Boccanegra,Opera
4272,8,233,Simon Boccanegra,Opera
4273,8,237,Simon Boccanegra,Opera
4274,8,244,Simon Boccanegra,Opera
4275,8,273,Simon Boccanegra,Opera
4276,8,336,Simon Boccanegra,Opera
4277,8,338,Simon Boccanegra,Opera
4278,8,348,Simon Boccanegra,Opera
4279,8,353,Simon Boccanegra,Opera
4280,8,384,Simon Boccanegra,Opera
4281,8,407,Simon Boccanegra,Opera
4282,8,437,Simon Boccanegra,Opera
4283,8,484,Simon Boccanegra,Opera
4284,8,496,Simon Boccanegra,Opera
4285,8,120,Thais,Opera
4286,8,183,Thais,Opera
4287,8,206,Thais,Opera
4288,8,249,Thais,Opera
4289,8,268,Thais,Opera
4290,8,310,Thais,Opera
4291,8,345,Thais,Opera
4292,8,354,Thais,Opera
4293,8,406,Thais,Opera
4294,8,424,Thais,Opera
4295,8,426,Thais,Opera
4296,8,431,Thais,Opera
4297,8,446,Thais,Opera
4298,8,447,Thais,Opera
4299,8,126,The Birds (Die Vogel),Opera
4300,8,127,The Birds (Die Vogel),Opera
4301,8,131,The Birds (Die Vogel),Opera
4302,8,143,The Birds (Die Vogel),Opera
4303,8,152,The Birds (Die Vogel),Opera
4304,8,184,The Birds (Die Vogel),Opera
4305,8,238,The Birds (Die Vogel),Opera
4306,8,323,The Birds (Die Vogel),Opera
4307,8,401,The Birds (Die Vogel),Opera
4308,8,452,The Birds (Die Vogel),Opera
4309,8,456,The Birds (Die Vogel),Opera
4310,8,478,The Birds (Die Vogel),Opera
4311,8,486,The Birds (Die Vogel),Opera
4312,8,9,The Fly,Opera
4313,8,63,The Fly,Opera
4314,8,70,The Fly,Opera
4315,8,75,The Fly,Opera
4316,8,118,The Fly,Opera
4317,8,191,The Fly,Opera
4318,8,246,The Fly,Opera
4319,8,379,The Fly,Opera
4320,8,460,The Fly,Opera
4321,8,477,The Fly,Opera
4322,8,497,The Fly,Opera
4323,8,8,The Magic Flute,Opera
4324,8,36,The Magic Flute,Opera
4325,8,57,The Magic Flute,Opera
4326,8,103,The Magic Flute,Opera
4327,8,104,The Magic Flute,Opera
4328,8,123,The Magic Flute,Opera
4329,8,150,The Magic Flute,Opera
4330,8,163,The Magic Flute,Opera
4331,8,171,The Magic Flute,Opera
4332,8,209,The Magic Flute,Opera
4333,8,222,The Magic Flute,Opera
4334,8,225,The Magic Flute,Opera
4335,8,228,The Magic Flute,Opera
4336,8,257,The Magic Flute,Opera
4337,8,280,The Magic Flute,Opera
4338,8,302,The Magic Flute,Opera
4339,8,303,The Magic Flute,Opera
4340,8,124,The Queen of Spades,Opera
4341,8,133,The Queen of Spades,Opera
4342,8,162,The Queen of Spades,Opera
4343,8,221,The Queen of Spades,Opera
4344,8,230,The Queen of Spades,Opera
4345,8,309,The Queen of Spades,Opera
4346,8,413,The Queen of Spades,Opera
4347,8,472,The Queen of Spades,Opera
4348,8,479,The Queen of Spades,Opera
4349,8,51,Tristan und Isolde,Opera
4350,8,107,Tristan und Isolde,Opera
4351,8,148,Tristan und Isolde,Opera
4352,8,177,Tristan und Isolde,Opera
4353,8,181,Tristan und Isolde,Opera
4354,8,321,Tristan und Isolde,Opera
4355,8,362,Tristan und Isolde,Opera
4356,8,378,Tristan und Isolde,Opera
4357,8,390,Tristan und Isolde,Opera
4358,8,410,Tristan und Isolde,Opera
4359,8,453,Tristan und Isolde,Opera
4360,8,458,Tristan und Isolde,Opera
4361,8,463,Tristan und Isolde,Opera
4362,8,492,Tristan und Isolde,Opera
4363,9,3932,.38 Special,Pop
4364,9,3939,.38 Special,Pop
4365,9,4621,.38 Special,Pop
4366,9,5070,.38 Special,Pop
4367,9,5726,.38 Special,Pop
4368,9,6407,.38 Special,Pop
4369,9,6562,.38 Special,Pop
4370,9,6584,.38 Special,Pop
4371,9,6745,.38 Special,Pop
4372,9,7320,.38 Special,Pop
4373,9,7336,.38 Special,Pop
4374,9,7519,.38 Special,Pop
4375,9,7584,.38 Special,Pop
4376,9,8089,.38 Special,Pop
4377,9,8427,.38 Special,Pop
4378,9,8632,.38 Special,Pop
4379,9,8693,.38 Special,Pop
4380,9,4203,3 Doors Down,Pop
4381,9,4600,3 Doors Down,Pop
4382,9,5017,3 Doors Down,Pop
4383,9,5373,3 Doors Down,Pop
4384,9,6149,3 Doors Down,Pop
4385,9,6335,3 Doors Down,Pop
4386,9,7743,3 Doors Down,Pop
4387,9,8045,3 Doors Down,Pop
4388,9,8376,3 Doors Down,Pop
4389,9,8707,3 Doors Down,Pop
4390,9,5723,70s Soul Jam,Pop
4391,9,5890,70s Soul Jam,Pop
4392,9,6987,70s Soul Jam,Pop
4393,9,7253,70s Soul Jam,Pop
4394,9,7254,70s Soul Jam,Pop
4395,9,8658,70s Soul Jam,Pop
4396,9,8735,70s Soul Jam,Pop
4397,9,3945,Aimee Mann,Pop
4398,9,4362,Aimee Mann,Pop
4399,9,4618,Aimee Mann,Pop
4400,9,4772,Aimee Mann,Pop
4401,9,5314,Aimee Mann,Pop
4402,9,5820,Aimee Mann,Pop
4403,9,7845,Aimee Mann,Pop
4404,9,8361,Aimee Mann,Pop
4405,9,3934,Air Supply,Pop
4406,9,4607,Air Supply,Pop
4407,9,6534,Air Supply,Pop
4408,9,8434,Air Supply,Pop
4409,9,3818,Akon,Pop
4410,9,4086,Akon,Pop
4411,9,4481,Akon,Pop
4412,9,4667,Akon,Pop
4413,9,5471,Akon,Pop
4414,9,5895,Akon,Pop
4415,9,6436,Akon,Pop
4416,9,7822,Akon,Pop
4417,9,7991,Akon,Pop
4418,9,8121,Akon,Pop
4419,9,8786,Akon,Pop
4420,9,3911,Al Green,Pop
4421,9,4519,Al Green,Pop
4422,9,6277,Al Green,Pop
4423,9,6646,Al Green,Pop
4424,9,4511,Alan Jackson,Pop
4425,9,4916,Alan Jackson,Pop
4426,9,5430,Alan Jackson,Pop
4427,9,6716,Alan Jackson,Pop
4428,9,7911,Alan Jackson,Pop
4429,9,7954,Alan Jackson,Pop
4430,9,3810,Alejandro Fernandez,Pop
4431,9,4846,Alejandro Fernandez,Pop
4432,9,5204,Alejandro Fernandez,Pop
4433,9,5577,Alejandro Fernandez,Pop
4434,9,5654,Alejandro Fernandez,Pop
4435,9,6251,Alejandro Fernandez,Pop
4436,9,6813,Alejandro Fernandez,Pop
4437,9,6867,Alejandro Fernandez,Pop
4438,9,7275,Alejandro Fernandez,Pop
4439,9,7774,Alejandro Fernandez,Pop
4440,9,4626,Alice Cooper,Pop
4441,9,4932,Alice Cooper,Pop
4442,9,6169,Alice Cooper,Pop
4443,9,8103,Alice Cooper,Pop
4444,9,8271,Alice Cooper,Pop
4445,9,8443,Alice Cooper,Pop
4446,9,8558,Alice Cooper,Pop
4447,9,4287,Alicia Keys,Pop
4448,9,4907,Alicia Keys,Pop
4449,9,6450,Alicia Keys,Pop
4450,9,6544,Alicia Keys,Pop
4451,9,7403,Alicia Keys,Pop
4452,9,7524,Alicia Keys,Pop
4453,9,8428,Alicia Keys,Pop
4454,9,3979,Alkaline Trio,Pop
4455,9,4218,Alkaline Trio,Pop
4456,9,4486,Alkaline Trio,Pop
4457,9,6842,Alkaline Trio,Pop
4458,9,6939,Alkaline Trio,Pop
4459,9,7019,Alkaline Trio,Pop
4460,9,7497,Alkaline Trio,Pop
4461,9,7788,Alkaline Trio,Pop
4462,9,7988,Alkaline Trio,Pop
4463,9,8122,Alkaline Trio,Pop
4464,9,8248,Alkaline Trio,Pop
4465,9,4010,Allman Brothers Band,Pop
4466,9,5019,Allman Brothers Band,Pop
4467,9,6151,Allman Brothers Band,Pop
4468,9,6326,Allman Brothers Band,Pop
4469,9,7566,Allman Brothers Band,Pop
4470,9,7691,Allman Brothers Band,Pop
4471,9,8557,Allman Brothers Band,Pop
4472,9,3874,America,Pop
4473,9,4117,America,Pop
4474,9,4221,America,Pop
4475,9,4542,America,Pop
4476,9,4688,America,Pop
4477,9,4729,America,Pop
4478,9,4747,America,Pop
4479,9,5359,America,Pop
4480,9,5360,America,Pop
4481,9,5728,America,Pop
4482,9,6427,America,Pop
4483,9,6697,America,Pop
4484,9,7441,America,Pop
4485,9,8528,America,Pop
4486,9,8551,America,Pop
4487,9,4119,American Idols Live,Pop
4488,9,4176,American Idols Live,Pop
4489,9,5686,American Idols Live,Pop
4490,9,5909,American Idols Live,Pop
4491,9,6519,American Idols Live,Pop
4492,9,6525,American Idols Live,Pop
4493,9,8732,American Idols Live,Pop
4494,9,4072,Amos Lee,Pop
4495,9,4105,Amos Lee,Pop
4496,9,5503,Amos Lee,Pop
4497,9,6690,Amos Lee,Pop
4498,9,8003,Amos Lee,Pop
4499,9,8158,Amos Lee,Pop
4500,9,8622,Amos Lee,Pop
4501,9,8636,Amos Lee,Pop
4502,9,5144,Ana Gabriel,Pop
4503,9,5172,Ana Gabriel,Pop
4504,9,5954,Ana Gabriel,Pop
4505,9,6252,Ana Gabriel,Pop
4506,9,6474,Ana Gabriel,Pop
4507,9,7826,Ana Gabriel,Pop
4508,9,7917,Ana Gabriel,Pop
4509,9,8010,Ana Gabriel,Pop
4510,9,8015,Ana Gabriel,Pop
4511,9,8191,Ana Gabriel,Pop
4512,9,8326,Ana Gabriel,Pop
4513,9,8419,Ana Gabriel,Pop
4514,9,8540,Ana Gabriel,Pop
4515,9,4014,Ani DiFranco,Pop
4516,9,5516,Ani DiFranco,Pop
4517,9,5617,Ani DiFranco,Pop
4518,9,5808,Ani DiFranco,Pop
4519,9,6258,Ani DiFranco,Pop
4520,9,6822,Ani DiFranco,Pop
4521,9,7504,Ani DiFranco,Pop
4522,9,7862,Ani DiFranco,Pop
4523,9,7896,Ani DiFranco,Pop
4524,9,7956,Ani DiFranco,Pop
4525,9,8310,Ani DiFranco,Pop
4526,9,8429,Ani DiFranco,Pop
4527,9,8541,Ani DiFranco,Pop
4528,9,8604,Ani DiFranco,Pop
4529,9,3978,Anita Baker,Pop
4530,9,4921,Anita Baker,Pop
4531,9,4949,Anita Baker,Pop
4532,9,5553,Anita Baker,Pop
4533,9,6165,Anita Baker,Pop
4534,9,6187,Anita Baker,Pop
4535,9,6355,Anita Baker,Pop
4536,9,8229,Anita Baker,Pop
4537,9,8579,Anita Baker,Pop
4538,9,4236,Aretha Franklin,Pop
4539,9,4312,Aretha Franklin,Pop
4540,9,4344,Aretha Franklin,Pop
4541,9,4939,Aretha Franklin,Pop
4542,9,6138,Aretha Franklin,Pop
4543,9,6140,Aretha Franklin,Pop
4544,9,6221,Aretha Franklin,Pop
4545,9,6541,Aretha Franklin,Pop
4546,9,8305,Aretha Franklin,Pop
4547,9,8710,Aretha Franklin,Pop
4548,9,3994,Arlo Guthrie,Pop
4549,9,5050,Arlo Guthrie,Pop
4550,9,5137,Arlo Guthrie,Pop
4551,9,5362,Arlo Guthrie,Pop
4552,9,7010,Arlo Guthrie,Pop
4553,9,7678,Arlo Guthrie,Pop
4554,9,8184,Arlo Guthrie,Pop
4555,9,8199,Arlo Guthrie,Pop
4556,9,8381,Arlo Guthrie,Pop
4557,9,4011,Armando Manzanero,Pop
4558,9,6577,Armando Manzanero,Pop
4559,9,7201,Armando Manzanero,Pop
4560,9,7449,Armando Manzanero,Pop
4561,9,7835,Armando Manzanero,Pop
4562,9,8387,Armando Manzanero,Pop
4563,9,8435,Armando Manzanero,Pop
4564,9,5012,At The Gates,Pop
4565,9,5653,At The Gates,Pop
4566,9,5828,At The Gates,Pop
4567,9,6316,At The Gates,Pop
4568,9,6611,At The Gates,Pop
4569,9,7177,At The Gates,Pop
4570,9,3873,Avril Lavigne,Pop
4571,9,5760,Avril Lavigne,Pop
4572,9,6067,Avril Lavigne,Pop
4573,9,6643,Avril Lavigne,Pop
4574,9,7368,Avril Lavigne,Pop
4575,9,7590,Avril Lavigne,Pop
4576,9,7904,Avril Lavigne,Pop
4577,9,3943,B.B. King,Pop
4578,9,4238,B.B. King,Pop
4579,9,5252,B.B. King,Pop
4580,9,5356,B.B. King,Pop
4581,9,5525,B.B. King,Pop
4582,9,5637,B.B. King,Pop
4583,9,5703,B.B. King,Pop
4584,9,5819,B.B. King,Pop
4585,9,4026,Backstreet Boys,Pop
4586,9,4685,Backstreet Boys,Pop
4587,9,4839,Backstreet Boys,Pop
4588,9,4883,Backstreet Boys,Pop
4589,9,4923,Backstreet Boys,Pop
4590,9,5096,Backstreet Boys,Pop
4591,9,5587,Backstreet Boys,Pop
4592,9,6137,Backstreet Boys,Pop
4593,9,6497,Backstreet Boys,Pop
4594,9,6498,Backstreet Boys,Pop
4595,9,6589,Backstreet Boys,Pop
4596,9,7284,Backstreet Boys,Pop
4597,9,8029,Backstreet Boys,Pop
4598,9,8318,Backstreet Boys,Pop
4599,9,3936,Bad Company,Pop
4600,9,3956,Bad Company,Pop
4601,9,3989,Bad Company,Pop
4602,9,4604,Bad Company,Pop
4603,9,5194,Bad Company,Pop
4604,9,6166,Bad Company,Pop
4605,9,6727,Bad Company,Pop
4606,9,7438,Bad Company,Pop
4607,9,7508,Bad Company,Pop
4608,9,7717,Bad Company,Pop
4609,9,7763,Bad Company,Pop
4610,9,8581,Bad Company,Pop
4611,9,8643,Bad Company,Pop
4612,9,8683,Bad Company,Pop
4613,9,3910,Bamboozle Left,Pop
4614,9,4263,Bamboozle Left,Pop
4615,9,4620,Bamboozle Left,Pop
4616,9,4722,Bamboozle Left,Pop
4617,9,4988,Bamboozle Left,Pop
4618,9,5892,Bamboozle Left,Pop
4619,9,5998,Bamboozle Left,Pop
4620,9,6147,Bamboozle Left,Pop
4621,9,6453,Bamboozle Left,Pop
4622,9,7846,Bamboozle Left,Pop
4623,9,4006,Barenaked Ladies,Pop
4624,9,4360,Barenaked Ladies,Pop
4625,9,5085,Barenaked Ladies,Pop
4626,9,5115,Barenaked Ladies,Pop
4627,9,5375,Barenaked Ladies,Pop
4628,9,6109,Barenaked Ladies,Pop
4629,9,6451,Barenaked Ladies,Pop
4630,9,7084,Beach Boys,Pop
4631,9,7340,Beach Boys,Pop
4632,9,7947,Beach Boys,Pop
4633,9,8766,Beach Boys,Pop
4634,9,5217,Beck,Pop
4635,9,5364,Beck,Pop
4636,9,5621,Beck,Pop
4637,9,6440,Beck,Pop
4638,9,7119,Beck,Pop
4639,9,7405,Beck,Pop
4640,9,4190,Ben E. King,Pop
4641,9,4364,Ben E. King,Pop
4642,9,5275,Ben E. King,Pop
4643,9,5306,Ben E. King,Pop
4644,9,5660,Ben E. King,Pop
4645,9,5980,Ben E. King,Pop
4646,9,6263,Ben E. King,Pop
4647,9,6613,Ben E. King,Pop
4648,9,7031,Ben E. King,Pop
4649,9,7278,Ben E. King,Pop
4650,9,7915,Ben E. King,Pop
4651,9,8133,Ben E. King,Pop
4652,9,8268,Ben E. King,Pop
4653,9,4134,Ben Folds,Pop
4654,9,4270,Ben Folds,Pop
4655,9,5488,Ben Folds,Pop
4656,9,6191,Ben Folds,Pop
4657,9,6218,Ben Folds,Pop
4658,9,7968,Ben Folds,Pop
4659,9,3998,Ben Harper,Pop
4660,9,4366,Ben Harper,Pop
4661,9,4738,Ben Harper,Pop
4662,9,4931,Ben Harper,Pop
4663,9,5269,Ben Harper,Pop
4664,9,5411,Ben Harper,Pop
4665,9,5592,Ben Harper,Pop
4666,9,5797,Ben Harper,Pop
4667,9,6092,Ben Harper,Pop
4668,9,6096,Ben Harper,Pop
4669,9,6203,Ben Harper,Pop
4670,9,6379,Ben Harper,Pop
4671,9,6399,Ben Harper,Pop
4672,9,6479,Ben Harper,Pop
4673,9,7160,Ben Harper,Pop
4674,9,8071,Ben Harper,Pop
4675,9,4377,Bette Midler,Pop
4676,9,4925,Bette Midler,Pop
4677,9,4987,Bette Midler,Pop
4678,9,5107,Bette Midler,Pop
4679,9,5129,Bette Midler,Pop
4680,9,5174,Bette Midler,Pop
4681,9,5509,Bette Midler,Pop
4682,9,5603,Bette Midler,Pop
4683,9,6437,Bette Midler,Pop
4684,9,6856,Bette Midler,Pop
4685,9,7185,Bette Midler,Pop
4686,9,7240,Bette Midler,Pop
4687,9,7700,Bette Midler,Pop
4688,9,8120,Bette Midler,Pop
4689,9,8675,Bette Midler,Pop
4690,9,7299,Billy Idol,Pop
4691,9,7592,Billy Idol,Pop
4692,9,8489,Billy Idol,Pop
4693,9,8764,Billy Idol,Pop
4694,9,3859,Billy Joel,Pop
4695,9,4357,Billy Joel,Pop
4696,9,5049,Billy Joel,Pop
4697,9,5999,Billy Joel,Pop
4698,9,6278,Billy Joel,Pop
4699,9,6526,Billy Joel,Pop
4700,9,6532,Billy Joel,Pop
4701,9,6560,Billy Joel,Pop
4702,9,7060,Billy Joel,Pop
4703,9,7664,Billy Joel,Pop
4704,9,7690,Billy Joel,Pop
4705,9,7797,Billy Joel,Pop
4706,9,7813,Billy Joel,Pop
4707,9,7834,Billy Joel,Pop
4708,9,7838,Billy Joel,Pop
4709,9,7908,Billy Joel,Pop
4710,9,8067,Billy Joel,Pop
4711,9,8498,Billy Joel,Pop
4712,9,4062,Black Crowes,Pop
4713,9,4084,Black Crowes,Pop
4714,9,4210,Black Crowes,Pop
4715,9,4579,Black Crowes,Pop
4716,9,4594,Black Crowes,Pop
4717,9,4771,Black Crowes,Pop
4718,9,5062,Black Crowes,Pop
4719,9,5853,Black Crowes,Pop
4720,9,6661,Black Crowes,Pop
4721,9,6802,Black Crowes,Pop
4722,9,7292,Black Crowes,Pop
4723,9,7314,Black Crowes,Pop
4724,9,7383,Black Crowes,Pop
4725,9,7675,Black Crowes,Pop
4726,9,7756,Black Crowes,Pop
4727,9,7839,Black Crowes,Pop
4728,9,3865,Black Eyed Peas,Pop
4729,9,3931,Black Eyed Peas,Pop
4730,9,4078,Black Eyed Peas,Pop
4731,9,4508,Black Eyed Peas,Pop
4732,9,4721,Black Eyed Peas,Pop
4733,9,4862,Black Eyed Peas,Pop
4734,9,5363,Black Eyed Peas,Pop
4735,9,5918,Black Eyed Peas,Pop
4736,9,6300,Black Eyed Peas,Pop
4737,9,6550,Black Eyed Peas,Pop
4738,9,6583,Black Eyed Peas,Pop
4739,9,6761,Black Eyed Peas,Pop
4740,9,6817,Black Eyed Peas,Pop
4741,9,7620,Black Eyed Peas,Pop
4742,9,8462,Black Eyed Peas,Pop
4743,9,8590,Black Eyed Peas,Pop
4744,9,8708,Black Eyed Peas,Pop
4745,9,3898,Black Kids,Pop
4746,9,4409,Black Kids,Pop
4747,9,4443,Black Kids,Pop
4748,9,5531,Black Kids,Pop
4749,9,5805,Black Kids,Pop
4750,9,5922,Black Kids,Pop
4751,9,6013,Black Kids,Pop
4752,9,6352,Black Kids,Pop
4753,9,6641,Black Kids,Pop
4754,9,7775,Black Kids,Pop
4755,9,7880,Black Kids,Pop
4756,9,8705,Black Kids,Pop
4757,9,8756,Black Kids,Pop
4758,9,3843,Blake Shelton,Pop
4759,9,5023,Blake Shelton,Pop
4760,9,5254,Blake Shelton,Pop
4761,9,6456,Blake Shelton,Pop
4762,9,6467,Blake Shelton,Pop
4763,9,7294,Blake Shelton,Pop
4764,9,7959,Blake Shelton,Pop
4765,9,8742,Blake Shelton,Pop
4766,9,4042,Blind Melon,Pop
4767,9,4575,Blind Melon,Pop
4768,9,4978,Blind Melon,Pop
4769,9,5818,Blind Melon,Pop
4770,9,5898,Blind Melon,Pop
4771,9,6087,Blind Melon,Pop
4772,9,6143,Blind Melon,Pop
4773,9,6232,Blind Melon,Pop
4774,9,6578,Blind Melon,Pop
4775,9,6883,Blind Melon,Pop
4776,9,7199,Blind Melon,Pop
4777,9,8219,Blind Melon,Pop
4778,9,8373,Blind Melon,Pop
4779,9,4012,Bloc Party,Pop
4780,9,5318,Bloc Party,Pop
4781,9,5437,Bloc Party,Pop
4782,9,6093,Bloc Party,Pop
4783,9,6237,Bloc Party,Pop
4784,9,6651,Bloc Party,Pop
4785,9,7462,Bloc Party,Pop
4786,9,7646,Bloc Party,Pop
4787,9,7734,Bloc Party,Pop
4788,9,7745,Bloc Party,Pop
4789,9,8028,Bloc Party,Pop
4790,9,8058,Bloc Party,Pop
4791,9,8200,Bloc Party,Pop
4792,9,8679,Bloc Party,Pop
4793,9,8765,Bloc Party,Pop
4794,9,4388,Blue Man Group How To Be A Megastar Tour,Pop
4795,9,5176,Blue Man Group How To Be A Megastar Tour,Pop
4796,9,5263,Blue Man Group How To Be A Megastar Tour,Pop
4797,9,5496,Blue Man Group How To Be A Megastar Tour,Pop
